amount,hour,is_new_location,merchant_category,user_avg_amount,transactions_last_hour,is_foreign_country,card_present,is_fraud,amount_vs_avg_ratio
74.1314044223036,18,0,gas,62.792438786154776,2,0,1,0,1.1805785195504845
19.701632546466524,10,0,restaurant,32.57393239401162,2,0,1,0,0.6048281892266603
32.30861744901835,9,0,grocery,49.70946774948889,1,1,1,0,0.6499489717167732
30.452578704276558,12,0,grocery,41.774666357298166,1,0,0,0,0.7289723978424408
42.72086238059149,10,0,grocery,18.33741417383487,2,0,0,0,2.3297102837552175
27.23901892650106,8,0,gas,17.173876763573542,1,0,1,0,1.5860728069674985
96.44268364397446,9,1,travel,37.557278499892696,1,0,1,0,2.5678826446831637
15.664757448908423,19,0,grocery,26.144569299769937,0,0,1,0,0.599159132005556
34.04778073139942,10,0,online,29.976988938813818,1,0,1,0,1.1357972209870284
46.633182220714794,19,0,online,25.824713211963132,0,0,0,0,1.8057579898818203
45.29500809680965,15,0,grocery,69.0051835963276,2,1,1,0,0.6564000809145564
71.51338028659468,10,0,restaurant,30.157011142094902,2,0,1,0,2.3713683012969677
20.177056464786023,12,0,grocery,43.02333606116285,0,0,1,0,0.468979356589943
53.564318952216894,13,0,online,118.83528627820698,0,0,1,0,0.450744224458432
12.150323441403378,16,0,travel,38.630078606378035,1,0,1,0,0.3145301246962196
45.233835347327314,18,0,grocery,35.1399756348968,0,0,1,0,1.287247202901281
26.17950529159565,12,0,online,15.889255800863973,2,0,1,0,1.6476231245848862
592.5693307763036,3,1,online,14.26455649804313,4,1,0,1,41.54137780701792
135.4638631357512,20,0,grocery,16.137938122255115,2,0,0,0,8.394124584016398
34.0658866298886,12,0,restaurant,17.141257549746022,1,0,1,0,1.9873621599254243
102.39125089476676,4,1,online,10.752544550286565,3,1,0,1,9.522513522858683
84.14467778770408,8,0,restaurant,38.95620476831062,0,0,1,0,2.159981401832875
111.678001440992,12,0,restaurant,30.849138922732983,2,0,1,0,3.620133505738646
50.6048467164746,17,0,grocery,23.20634745212435,2,0,1,0,2.1806467742799174
43.9733234135279,10,0,grocery,26.502643253836002,0,0,0,0,1.6592051966553933
81.94159446781362,22,1,online,30.88434103360916,9,1,0,1,2.6531760666672284
27.415154010270246,10,0,restaurant,60.21615903531827,0,0,1,0,0.45527902225937894
107.48363898932791,18,0,online,31.64889561086522,1,0,1,0,3.396126054680787
44.994273140399706,16,0,restaurant,88.48866463807713,0,1,1,0,0.508474993084368
4.750041734240635,13,0,gas,40.59619778118333,2,0,1,0,0.11700705961988667
28.430973128160346,12,0,gas,12.88424706360326,2,0,1,0,2.206646068303706
8.014627975503489,9,0,restaurant,48.70191976636396,1,0,1,0,0.16456492914010828
45.188441947972045,20,0,restaurant,53.89677472239768,0,0,1,0,0.8384257161932703
65.06332019469876,11,0,restaurant,28.581134813818096,2,0,0,0,2.2764428570193167
17.814324749738233,15,0,grocery,28.287123410306314,1,0,1,0,0.6297679863275839
48.93011700853517,14,0,gas,65.90354886351862,0,0,1,0,0.7424504120274823
14.968885608374189,12,0,travel,18.29939374496849,2,0,1,0,0.8179989903584625
43.521037451034864,13,0,gas,82.07070383606283,0,0,1,0,0.5302871233739915
129.10605607974716,17,0,gas,33.37320563542989,1,0,1,0,3.8685542373794672
43.430828341608176,19,0,grocery,44.45911304656073,0,0,1,0,0.9768712276186767
72.9561426670427,14,0,restaurant,26.06134684965269,2,0,0,0,2.799400318223214
81.71011772622653,15,0,grocery,26.229301778471743,2,0,1,0,3.1152227540489323
66.61030944173699,21,0,online,44.75273191955378,0,0,0,0,1.4884076699492972
6.699458121165052,20,0,gas,41.429189887594696,2,0,1,0,0.16170864405459662
20.96644187726545,13,0,restaurant,40.03540116473849,2,0,1,0,0.5236975593292699
55.72752724110273,16,0,travel,25.191228579804353,0,0,1,0,2.212179809426482
10.995860972620616,12,0,restaurant,17.53882466131195,1,1,1,0,0.6269440047626973
172.6239671524784,8,0,restaurant,16.81579043518217,1,0,1,0,10.265587443397676
12.923401616149148,13,0,grocery,15.289905385238383,2,0,1,0,0.8452244333559319
44.499878007321165,11,0,restaurant,18.8462972901373,0,0,1,0,2.361200044756153
68.64734137006275,20,0,grocery,40.05272092454215,0,0,1,0,1.7139245420474152
59.12065525969156,16,0,gas,36.24106558897676,1,0,1,0,1.6313166927421319
19.262527847819086,17,0,grocery,16.872322257892385,0,0,0,0,1.1416642921022309
95.24035661420407,15,0,grocery,36.07592053283871,0,0,1,0,2.639997959993009
12.383860869822694,17,0,grocery,26.33575981918865,2,0,1,0,0.47022986822386603
53.227517271165,9,0,restaurant,31.437446326644213,1,0,1,0,1.6931247123707978
31.26193196067224,15,0,restaurant,43.50857575582625,2,0,1,0,0.7185234500756422
37.89183785359267,22,1,online,15.967450675422956,9,1,0,1,2.3730674746684883
22.427976968394304,19,0,travel,41.57955479573821,0,0,0,0,0.5393991609105375
48.22415027199963,19,0,grocery,38.168780525096174,0,0,1,0,1.2634448784400791
54.07501798213361,9,0,online,43.5674184940701,2,0,1,0,1.2411802179248355
28.617982306445118,13,0,online,51.47755517275452,0,0,1,0,0.5559312638265269
16.19305419135489,15,0,gas,32.86401769586939,1,0,0,0,0.4927289883031384
25.248671469795653,9,0,gas,27.940370110169994,0,0,1,0,0.9036627420945202
143.88015149947435,17,0,grocery,38.54745655521451,0,0,1,0,3.732545914920512
14.070675348189916,15,0,online,22.36901524525064,2,0,1,0,0.6290252473473708
36.27396097349105,14,0,gas,38.34922898273092,1,0,1,0,0.9458850134608895
120.9427343292697,22,1,online,16.989103012636445,7,1,1,1,7.1188416617518895
66.13301921658243,15,0,restaurant,25.740115802132177,2,0,1,0,2.5692588068517956
11.498806267210341,10,0,restaurant,49.86178682713793,0,0,1,0,0.23061360209260198
16.905041146431522,15,0,gas,70.84798353195526,1,0,1,0,0.2386100535743274
34.162568812465054,9,0,grocery,33.411477089290536,0,0,1,0,1.0224800513950576
59.1789785432502,20,0,gas,13.615845686036131,1,0,1,0,4.346331465815265
19.495899171187567,17,0,gas,34.52678208763806,0,0,0,0,0.5646601852769594
41.32450987838801,21,0,restaurant,59.7892071079707,1,0,1,0,0.6911700602262667
28.32123411155261,21,0,gas,81.16060085842695,0,0,1,0,0.3489529871840894
30.418605842913774,11,0,restaurant,23.667706659879304,2,0,1,0,1.2852367269361644
13.886866726789087,18,0,gas,66.013772181861,0,0,0,0,0.21036317525261042
46.30345049689864,20,0,restaurant,29.427782867154455,2,0,0,0,1.5734603828073757
33.506656209387984,21,0,online,15.369810268403977,0,0,1,0,2.1800305678521124
47.54217960185954,9,0,online,42.918294623227574,2,0,1,0,1.1077369224037565
48.52229921046218,8,0,online,28.130084699544863,2,1,1,0,1.7249254571040211
29.753182878930968,17,0,restaurant,32.6551530054824,0,0,0,0,0.9111328577460546
33.39040056855353,15,0,online,26.925632332046646,0,0,1,0,1.2400971741552185
86.87171164361072,17,0,online,11.64104137255783,1,0,1,0,7.462537831103016
